Era,Name,Notes,Track Length,File Date,Leak Date,Available Length,Quality,Link(s)
Viva la Vida,Famous Old Painters [V1],Earliest known recording of the song. Reassembled from an early piano and vocal stem in the Famous Old Painters sessions.,3:07,,"Jan 28, 2025",Stem Bounce,Manipulated,Famous Old Painters [V1]
Viva la Vida,Famous Old Painters [V2],"OG Filename: PAINTERSMONMIX221007
First known exported recording of the song. Piano only with a rougher vocal take.",3:00,,"Jan 28, 2025",OG File,Lossless,Famous Old Painters [V2]
Viva la Vida,Famous Old Painters [V3],"OG Filename: Famous Old Painters monmix231107
Early mix with percussion and more guitar. Only exported as an instrumental.",3:34,,"Jan 28, 2025",Inst Only,Lossless,Famous Old Painters [V3]
Viva la Vida,Famous Old Painters (Final Master),"OG Filename: FAMOUS OLD PAINTERS monmix 20071204D
Final master of the song.",3:22,,"Jan 28, 2025",OG File,Lossless,Famous Old Painters (Final Master)
Viva la Vida,Famous Old Painters (Phil's Feeling) [V1],"OG Filename: Famous-PhilsFeelingGtr
Mostly acoustic version of the song, likely a mix of how Phil wanted the song to be. Has ~17 seconds of silence after the song ends.",3:39,,"Jan 28, 2025",OG File,Lossless,Famous Old Painters (Phil's Feeling) [V1]
Viva la Vida,Famous Old Painters (Phil's Feeling) [V2],"OG Filename: Famous-PhilsFeeling
Identical to the above mix, but without the acoustic guitar riff (and extra silence).",3:22,,"Jan 28, 2025",OG File,Lossless,Famous Old Painters (Phil's Feeling) [V2]
Viva la Vida,When You See Marie,Jam song from the Famous Old Painters sessions. Allegedly recorded as an apology to Gwyneth Paltrow after an argument. Later turned into Houston #1.,,,"Jan 28, 2025",Stem Bounce,Lossless,"When You See Marie (full recording)
When You See Marie (song only)"
A Head Full of Dreams,Life Is Beautiful (Demo),"OG Filename: LIFE IS BEAUTIFUL WS arr tweaks ref X 20171027J
Demo without oles, drums or guitar.",6:47,,"Jan 28, 2025",OG File,Lossless,Life Is Beautiful (Demo)
A Head Full of Dreams,Life Is Beautiful (2020 Mix),"OG Filename: LIFE IS BEAUTIFUL FL RikMix REF2 X 20200814D
Ref of the song exported in 2020. Uses recordings of the song's first two live performances. Unknown if this is a new mix. Likely re-exported for the development of a demo comp.",5:06,,"Jan 28, 2025",OG File,Lossless,Life Is Beautiful
Music of the Spheres,Infinity Sign (Unmixed),"OG Filename: Infinity Sign - 52721- 24bit
Same as released, but without the transition into Coloratura. From the ♾️ stems.",3:56,,"Jan 28, 2025",OG File,Lossless,Infinity Sign (Unmixed)
Music of the Spheres,Music of the Spheres (Demo) [V1],"OG Filename: Music Of The Spheres F Maj RF New To Mastering WP 20210601B
Rough-ish mix of the released version, but unmixed. Found in MOTS i's stems.",0:58,,"Jan 28, 2025",OG File,Lossless,Music of the Spheres (Demo) [V1]
Music of the Spheres,Music of the Spheres (Demo) [V2],"OG Filename: Music Of The Spheres F Maj RF New To Mastering X 20210601C
Almost identical to the released version. Also unmixed. Found in MOTS i's stems.",0:58,,"Jan 28, 2025",OG File,Lossless,Music of the Spheres (Demo) [V2]
Moon Music,"🌈 (Instrumental)
(Neon Forest)","OG Filename: NEON FOREST (w new bits) 20240613 MI inst v3 mastered 24b 48k
The instrumental for Alien Hits/Alien Radio only features the first half of the song and has one of its samples at a lower volume than the final version of the song.",3:08,,"Jan 28, 2025",Inst Only,Lossless,🌈 (Instrumental)
Moon Music,GOOD FEELiNGS (Elyanna Version),"Played live on the MOTSWT in 2025. Features an alternate verse sung in Arabic by Elyanna, who also provides backing vocals throughout. This version also doesn't include Angel Moon.",,,"Jan 8, 2025",Full,Recording,GOOD FEELiNGS (Elyanna Version)
Moon Music,"Old Age
(feat. Dick Van Dyke)",Improvised song made by Chris during the filming of ALL MY LOVE's music video.,,,"Dec 6, 2024",Full,Recording,Old Age
Moon Music,WE PRAY (And So We Pray Version),Alternate version of We Pray with a one-minute preview on YouTube that sounds identical to the single version. Never released despite being previewed.,,,"Aug 28, 2024",Snippet,High Quality,Snippet
A Rush of Blood to the Head,Clocks (Demo),Rough demo of Chris playing the riff on piano and mumbling vocals.,2:24,,"Aug 23, 2024",Full,High Quality,Clocks (Demo)
Ghost Stories,"Love Is A Lethal Drug [V3]
(feat. Avicii)","OG Filename: LOVE IS A LETHAL DRUG PE Work MonMix 20140214I
Features lo-fi percussion and additional elements from the Wedding Album version. Seeing as the Ghost Stories album sessions concluded in November 2013, this version of the song was likely intended for the A Sky Full of Stars EP or A Head Full of Dreams.",3:37,,"Jun 27, 2024",OG File,Lossless,Love Is A Lethal Drug [V3]
A Rush of Blood to the Head,⭐ Idiot,"OG Filename: IDIOT RikMonMix FL X 20220630A
Remastered in 2022 for AROBTTH's 20th anniversary, though it wasn't finished in time.",5:16,,"Jun 21, 2024",OG File,Lossless,Idiot
Everyday Life,⭐ Treasure,"OG Filename: TREASURE A+F HAM new V3 vrs ref X 20200914H
Features the intro of Biutyful slightly pitched down with gunshots being sampled.",3:43,,"Jun 18, 2024",Full,High Quality,Treasure
Everyday Life,✨ Young & In Love,"OG Filename: YOUNG & IN LOVE HAM voc comp ref X 20200901G
Re-recorded version of Lovers In Japan with completely new lyrics - uses the instrumental of the acoustic version played during Everyday Life promo shows.",3:18,,"Jun 18, 2024",Full,Medium Quality,Young And In Love
Everyday Life,⭐ Old Friends (Spike Ref),"OG Filename: OLD FRIENDS SPIKE REF 1
Longer version - extra verse and chorus.",3:30,,"Jun 17, 2024",OG File,Lossless,Old Friends
Ghost Stories,Kiss On The Lips,Original Ghost Stories era demo of the track. Features rougher vocals and rough instrumental compared to the revamped version.,,,"Jun 12, 2024",Snippet,High Quality,Snippet
Ghost Stories,Magic (Demo),Featured briefly in Sky's documentary on the making of Ghost Stories.,,,"Jun 12, 2024",Snippet,Low Quality,Magic (2013 Demo)
A Head Full of Dreams,"⭐ Forever, Whatever (Beehive Mix)","OG Filename: FOREVER WHATEVER SG Mix5 BH MonMix 20150701A
Final mix of the song - Much more polished vox, lyrics, and instrumental.",4:05,,"May 31, 2024",Full,Screen Recording,"Forever, Whatever (Beehive Mix)"
Everyday Life,Brother Lorenzo [V4],"OG Filename: BROTHER LORENZO RikLappyMonMix 20171208J
Much more finished version of the song. Full band involvement + more developed structure & lyrics.",6:24,,"May 31, 2024",Full,High Quality,Brother Lorenzo
Everyday Life,Drunk (Whiskey And Wine),"OG Filename: DRUNK (WHISKEY AND WINE) WS ref X 20171030D
Earlier mix with rougher vocals.",,,"May 31, 2024",Partial,Screen Recording,Drunk
Everyday Life,✨ When I Need A Friend (Spike Ref),"OG Filename: WHEN I NEED A FRIEND SPIKE REF 2
Feautres extra piano and no outro. Chris sings an extra lyric.",2:21,,"May 31, 2024",OG File,Lossless,When I Need A Friend
Music of the Spheres,"⭐ 2 Aliens
(feat. H.E.R.)","OG Filename: 2 ALIENS RF sample arr EON ref X 20210909D
Samples the chorus of Jupiter; 'love who you love'.",4:44,,"May 31, 2024",Full,Screen Recording,2 Aliens
Music of the Spheres,Epiphane [V2],Second demo with more production.,3:00,,"May 31, 2024",Full,Manipulated,Epiphane [V2]
Music of the Spheres,Infinity,"Revamped version of One Sleep, but an early version of AETERNA. Unrelated to Infinity Sign.",,,"May 31, 2024",Snippet,Low Quality,Snippets
Music of the Spheres,✨ Just Kids,Reuses the click drum from The Race (2021). A large portion has leaked.,,,"May 31, 2024",Partial,Screen Recording,Just Kids
Music of the Spheres,✨ Lives [V1],"OG Filename: LIVES RF new voc arr ref X 20220426C
EDM version of The Astronaut with different lyrics/production.",,,"May 31, 2024",Partial,Screen Recording,Lives [V1]
Music of the Spheres,The Only One (2021),"OG Filename: THE ONLY ONE add verse bass v1 1.4 RF Moses timing ref X 20210909A
Features a better overall mix and an extended bridge with Moses Martin.",3:16,,"May 31, 2024",Full,Screen Recording,The Only One (2021)
Music of the Spheres,"⭐ UFO Pt. 2
(prod. Marshmello & Take a Daytrip)","OG Filename: UFO PT 2 REF NIGHTCALL VOX SOUND(Marshmello Daytrip) RF quick arr ref X 2021001A
Heavily revamped. The song still has elements of Marshmello and Daytrip's production but was done more by Coldplay's in-house producers.",3:32,,"May 31, 2024",Partial,Screen Recording,UFO Pt. 2 (2021)
Music of the Spheres,✨ Weirdo [V1],"OG Filename: WEIRDO GH 108-111bpm map essentials ref X 20200625H
Ambient version with new lyrics. Main riff replaced by synths. Samples the Everyday Life version and uses the same Jacob Collier sample.",,,"May 31, 2024",Partial,Screen Recording,Weirdo [V1]
Music of the Spheres,Yellow Intro,"OG Filename: 2022 Tour Map YELLOW INTRO ref 20220131
Reprise of Wedding Bells played before Yellow on the MOTSWT. Uses a bassline from the intro to Neon Forest.",,,"May 31, 2024",Full,Screen Recording,Intro To Yellow
Moon Music,All My Friends Are Aliens,"OG Filename: ALL MY FRIENDS ARE ALIENS RF ref clip 20220107B
Rough jam with Chris talking to the rest of the band throughout.",,,"May 31, 2024",Snippet,Screen Recording,All My Friends Are Aliens
Moon Music,Neon Forest,"OG Filename: NEON FOREST RF edits ref 20230127D
Full version of the song.",,,"May 31, 2024",Snippet,Screen Recording,Snippet
